id,title,filtered_words,label
F213,Hoax Confirmed by Sources,sing total others write truth message. plan teach around take. add song position writer car cause official. — shocking claims hoax surface internet.,FAKE
R233,New Report on Education,despite message officer help audience learn. whole take writer although. place behind inside decade. experts discuss ongoing developments education.,REAL
F072,Mind Control Confirmed by Sources,fill open quickly. system response western rest. actually high result field recently. — shocking claims mind control surface internet.,FAKE
R184,New Report on Budget Report,commercial brother ago design remember research. color yard with. experts discuss ongoing developments budget report.,REAL
F134,Secret Cure Confirmed by Sources,rock owner develop across enough. serious million near sometimes. — shocking claims secret cure surface internet.,FAKE
R096,New Report on Research,popular left walk put. experts discuss ongoing developments research.,REAL
R020,New Report on Policy,mr everyone cut. center appear hear gun according weight. million eight fish glass. experts discuss ongoing developments policy.,REAL
R067,New Report on Policy,major get consider scientist return. recently employee part finally daughter. apply work since job impact very. experts discuss ongoing developments policy.,REAL
R215,New Report on Education,half necessary shake former issue ready class. support lead way indeed hear doctor still. experts discuss ongoing developments education.,REAL
R127,New Report on Policy,organization design little matter. thought away something wide sort. experts discuss ongoing developments policy.,REAL
R235,New Report on Technology Breakthrough,beyond generation leader scientist challenge off. lot nice chair hit avoid. experts discuss ongoing developments technology breakthrough.,REAL
R163,New Report on Climate Change,agent quickly herself. change car place heavy among high edge. experts discuss ongoing developments climate change.,REAL
R002,New Report on Education,detail argue quickly occur. popular picture thus sport series wear beautiful especially. sound mission west policy test boy wind. experts discuss ongoing developments education.,REAL
R021,New Report on Education,throw front hit rock fall television. white consumer. usually work. experts discuss ongoing developments education.,REAL
R013,New Report on Technology Breakthrough,onto firm. least yard. experts discuss ongoing developments technology breakthrough.,REAL
F195,Flat Earth Confirmed by Sources,hotel score eat cost cell. want tough cut part society respond able. save customer list operation institution time. — shocking claims flat earth surface internet.,FAKE
R101,New Report on Research,according situation final dark television method. health deep certain six address. former others hold traditional can. experts discuss ongoing developments research.,REAL
R055,New Report on Research,spring example foreign morning. central include require number wonder allow police. experts discuss ongoing developments research.,REAL
F190,Secret Cure Confirmed by Sources,like reflect fast put data law media. everything whatever husband treat. — shocking claims secret cure surface internet.,FAKE
R004,New Report on Education,order movie beautiful raise. nature among onto sea standard answer clearly get. player detail year alone know recently. site choose attention doctor. experts discuss ongoing developments education.,REAL
F080,Celebrity Scandal Confirmed by Sources,avoid draw operation significant. — shocking claims celebrity scandal surface internet.,FAKE
F049,Hoax Confirmed by Sources,take seek bar mr fill organization. international concern front push worry expert receive. — shocking claims hoax surface internet.,FAKE
F184,Secret Cure Confirmed by Sources,kind training field share where. suggest heart boy particular expert treatment few. — shocking claims secret cure surface internet.,FAKE
F030,Secret Cure Confirmed by Sources,various fly difference mother read. serious represent baby condition. brother true assume join water. — shocking claims secret cure surface internet.,FAKE
R213,New Report on Budget Report,positive stop focus administration enjoy college. particularly opportunity position firm. method concern card meet walk color learn. voice move recent improve professor realize. experts discuss ongoing developments budget report.,REAL
F128,Immortal Jellyfish Confirmed by Sources,loss hard face smile real build. tax knowledge notice agency. stuff save knowledge plant road full short magazine. — shocking claims immortal jellyfish surface internet.,FAKE
R231,New Report on Policy,approach long wait appear member forget. speak able morning produce. experts discuss ongoing developments policy.,REAL
R061,New Report on Technology Breakthrough,dark interesting require dinner quite. foreign free even financial day section range cover. officer customer main here. experts discuss ongoing developments technology breakthrough.,REAL
R137,New Report on Education,wind series strong property collection right. race half ago law hour. experts discuss ongoing developments education.,REAL
R185,New Report on Technology Breakthrough,minute laugh standard or. live economic great. experts discuss ongoing developments technology breakthrough.,REAL
R204,New Report on Technology Breakthrough,along bed peace place change great. despite politics page hit per. partner year think wrong picture. experts discuss ongoing developments technology breakthrough.,REAL
F217,Immortal Jellyfish Confirmed by Sources,democratic either clearly. side moment security report factor perform still. ago member individual finally source. — shocking claims immortal jellyfish surface internet.,FAKE
F176,Miracle Drug Confirmed by Sources,form three seat individual. race watch skill visit leg book. — shocking claims miracle drug surface internet.,FAKE
R245,New Report on Technology Breakthrough,half idea left participant bed. experts discuss ongoing developments technology breakthrough.,REAL
R104,New Report on Election,time son firm relationship. particular interest sister scene film. experts discuss ongoing developments election.,REAL
F156,Flat Earth Confirmed by Sources,product push great book ready. executive significant modern office common enjoy. world thousand. daughter receive. — shocking claims flat earth surface internet.,FAKE
R194,New Report on Election,likely worker attention sound among. west watch institution picture. experts discuss ongoing developments election.,REAL
R161,New Report on Technology Breakthrough,always country bag travel design adult. theory resource meeting behind stock. catch hand detail group. experts discuss ongoing developments technology breakthrough.,REAL
F113,Immortal Jellyfish Confirmed by Sources,oil drug gas tree box. exist never television perhaps direction real than. throughout teacher foreign. — shocking claims immortal jellyfish surface internet.,FAKE
F150,Hoax Confirmed by Sources,behavior guy public. reality billion today leader region. former data go try. — shocking claims hoax surface internet.,FAKE
F047,Miracle Drug Confirmed by Sources,finally probably buy manager national. marriage wrong language wait subject father. ground special bad week song through. — shocking claims miracle drug surface internet.,FAKE
F008,Hoax Confirmed by Sources,may wind voice turn. model end story city. — shocking claims hoax surface internet.,FAKE
F229,Aliens Confirmed by Sources,carry challenge news first clear. collection force official tree south. — shocking claims aliens surface internet.,FAKE
R001,New Report on Research,decide water set page interesting. open deep model meet possible cell. experts discuss ongoing developments research.,REAL
R241,New Report on Public Health,officer area sit movie. experts discuss ongoing developments public health.,REAL
R198,New Report on Climate Change,ground person owner current understand. certain partner near. experts discuss ongoing developments climate change.,REAL
R229,New Report on Research,want tree buy establish alone course maybe list. although several discover avoid cold open last. experts discuss ongoing developments research.,REAL
R205,New Report on Public Health,music boy leg name great pattern. yeah mouth pull challenge officer foreign hold. feel every west billion. experts discuss ongoing developments public health.,REAL
F123,Celebrity Scandal Confirmed by Sources,spring rate sense important middle imagine. material brother series religious. — shocking claims celebrity scandal surface internet.,FAKE
F043,Celebrity Scandal Confirmed by Sources,good these. least action avoid. white rather east. — shocking claims celebrity scandal surface internet.,FAKE
F097,Celebrity Scandal Confirmed by Sources,image defense never direction star fall. write couple realize officer. security quality though. — shocking claims celebrity scandal surface internet.,FAKE
R014,New Report on Research,become realize individual suddenly deal project various well. material day stay when. create forward animal story trade operation admit. experts discuss ongoing developments research.,REAL
F005,Flat Earth Confirmed by Sources,interview break run. level price ago evening some. join break miss example data science. — shocking claims flat earth surface internet.,FAKE
R234,New Report on Research,traditional tv customer rule law join if. performance fear whole. alone task apply. experts discuss ongoing developments research.,REAL
F143,Aliens Confirmed by Sources,traditional little get weight direction something. evening across quality including time several. — shocking claims aliens surface internet.,FAKE
R073,New Report on Economic Growth,account employee produce sister nice hand cause. relationship none significant. experts discuss ongoing developments economic growth.,REAL
R239,New Report on Education,fight value act everything. seat high eat attention second upon small speak. attack option analysis. experts discuss ongoing developments education.,REAL
F181,Aliens Confirmed by Sources,business poor election seat plant analysis. need event compare bag. defense memory. — shocking claims aliens surface internet.,FAKE
R138,New Report on Election,tend billion stand every. eight write democratic project add new get. experts discuss ongoing developments election.,REAL
R172,New Report on Economic Growth,owner either case economic. experts discuss ongoing developments economic growth.,REAL
R143,New Report on Policy,technology let day two yeah. contain kitchen nothing wish police. experts discuss ongoing developments policy.,REAL
F166,Mind Control Confirmed by Sources,official unit describe play provide cover. social american police baby camera. — shocking claims mind control surface internet.,FAKE
R003,New Report on Budget Report,think baby hand still despite. first actually top no. grow stock never sense development. experts discuss ongoing developments budget report.,REAL
R167,New Report on Climate Change,stop officer blood physical know. black garden hand yard forward. experts discuss ongoing developments climate change.,REAL
R183,New Report on Climate Change,young reason environment. two design surface possible red community win. outside skill pattern benefit appear. laugh focus church able start much. experts discuss ongoing developments climate change.,REAL
R238,New Report on Technology Breakthrough,allow vote third stuff. figure list college pretty drive bad. experts discuss ongoing developments technology breakthrough.,REAL
R041,New Report on Election,step rule generation growth level serve. alone right sing space officer skill. production pick take window training. experts discuss ongoing developments election.,REAL
F237,Government Cover-Up Confirmed by Sources,impact particularly step ok fight think store. much money keep ball. — shocking claims government cover-up surface internet.,FAKE
R086,New Report on Research,personal offer recognize individual. experts discuss ongoing developments research.,REAL
R240,New Report on Policy,movie bill surface film administration win approach. free home lay person response win. experts discuss ongoing developments policy.,REAL
R133,New Report on Public Health,region focus determine industry realize. experts discuss ongoing developments public health.,REAL
F044,Hoax Confirmed by Sources,true heart series lay gas coach add hard. hear teach half idea. investment reason serve dark. — shocking claims hoax surface internet.,FAKE
F125,Government Cover-Up Confirmed by Sources,take half environment consider pretty those. whose throw chair operation nation. — shocking claims government cover-up surface internet.,FAKE
F165,Secret Cure Confirmed by Sources,heart pressure improve. development security certain upon product within. — shocking claims secret cure surface internet.,FAKE
F137,Flat Earth Confirmed by Sources,peace door attorney me. help water wall reality spend exist area south. — shocking claims flat earth surface internet.,FAKE
R088,New Report on Research,shake blood seat. somebody forget site fly road this. experts discuss ongoing developments research.,REAL
R169,New Report on Technology Breakthrough,source break daughter improve character their. experts discuss ongoing developments technology breakthrough.,REAL
R193,New Report on Technology Breakthrough,mind set day capital discover. reduce natural subject hundred manage go. financial far republican director reality deep. experts discuss ongoing developments technology breakthrough.,REAL
F247,Mind Control Confirmed by Sources,finally left goal camera. design finally reality quite. — shocking claims mind control surface internet.,FAKE
R179,New Report on Technology Breakthrough,impact letter race. pm land person also perform offer nature. experts discuss ongoing developments technology breakthrough.,REAL
F138,Immortal Jellyfish Confirmed by Sources,economy inside media hundred lawyer may. charge drive laugh support time without deep. former remember article. — shocking claims immortal jellyfish surface internet.,FAKE
R017,New Report on Policy,last try teacher main magazine dog food. store cultural rule. citizen man trial attention young dog boy. medical phone build hit box. experts discuss ongoing developments policy.,REAL
F090,Mind Control Confirmed by Sources,mission hundred mean return course court environment. spend quite history. successful around network product notice radio. — shocking claims mind control surface internet.,FAKE
F222,Mind Control Confirmed by Sources,partner response group information remain participant him. member reveal bank wear process. — shocking claims mind control surface internet.,FAKE
R114,New Report on Climate Change,wide probably state open police. learn central lay imagine catch information compare. suffer painting want upon administration write. experts discuss ongoing developments climate change.,REAL
F235,Celebrity Scandal Confirmed by Sources,high worry certain. program dark land consider. something wear different i. — shocking claims celebrity scandal surface internet.,FAKE
F185,Hoax Confirmed by Sources,customer open boy participant use. heart share significant explain current idea every. manage job fill natural paper expert nation left. — shocking claims hoax surface internet.,FAKE
F221,Flat Earth Confirmed by Sources,side machine bring policy. artist article throughout bed campaign result store. stop wall personal throw help agent decide mission. population art address. — shocking claims flat earth surface internet.,FAKE
F054,Secret Cure Confirmed by Sources,behind time decide box sit avoid generation. choose unit laugh star. class big business four. — shocking claims secret cure surface internet.,FAKE
R000,New Report on Public Health,century rise finish together trouble certain order. look force score. experts discuss ongoing developments public health.,REAL
R178,New Report on Budget Report,wish fear born brother focus within everybody. officer source type billion draw from. people begin. experts discuss ongoing developments budget report.,REAL
F006,Hoax Confirmed by Sources,response ask land ok wonder so. world week mother light project research but. level address democratic poor plant. — shocking claims hoax surface internet.,FAKE
F174,Secret Cure Confirmed by Sources,man way listen help within. close stage always major statement notice. prove team list seat story. — shocking claims secret cure surface internet.,FAKE
R009,New Report on Election,control team assume identify. behavior deep law guess. member company rest spring deep. piece road body. experts discuss ongoing developments election.,REAL
R122,New Report on Economic Growth,also beat man. time approach way member. college throughout ago onto. reduce raise real. experts discuss ongoing developments economic growth.,REAL
F189,Immortal Jellyfish Confirmed by Sources,good glass speak care. note congress fall past serious. — shocking claims immortal jellyfish surface internet.,FAKE
R146,New Report on Technology Breakthrough,standard face car artist remember war. building commercial citizen. experts discuss ongoing developments technology breakthrough.,REAL
R022,New Report on Climate Change,laugh station never land middle the. music east consider local democrat. east majority state force. experts discuss ongoing developments climate change.,REAL
F177,Aliens Confirmed by Sources,care mention ground open somebody. deep available sea conference edge. — shocking claims aliens surface internet.,FAKE
F021,Secret Cure Confirmed by Sources,television product production century star side. third late administration bar record. message stop discover threat care arrive area individual. watch read. — shocking claims secret cure surface internet.,FAKE
R039,New Report on Economic Growth,stand age live test first religious reason. wall others describe job author. national sell fund everything relate. mrs clearly bad weight let where. experts discuss ongoing developments economic growth.,REAL
F061,Miracle Drug Confirmed by Sources,assume environment like. bill majority national pass house least. others radio majority election sometimes. — shocking claims miracle drug surface internet.,FAKE
R057,New Report on Technology Breakthrough,audience artist according time mean. popular better whose main. every matter expert court. experts discuss ongoing developments technology breakthrough.,REAL
F154,Immortal Jellyfish Confirmed by Sources,general people avoid color forward raise. ten rule student table business away. — shocking claims immortal jellyfish surface internet.,FAKE
F052,Mind Control Confirmed by Sources,position inside reveal thought. get produce describe many usually cover media. — shocking claims mind control surface internet.,FAKE
F124,Flat Earth Confirmed by Sources,open term. particular skin everything might station involve. owner third situation water even option. — shocking claims flat earth surface internet.,FAKE
R071,New Report on Budget Report,certain though mind avoid. among girl responsibility should. property treat write. car think yard player single view special. experts discuss ongoing developments budget report.,REAL
R152,New Report on Budget Report,experience stand soldier matter rule doctor. health team control. experts discuss ongoing developments budget report.,REAL
F038,Mind Control Confirmed by Sources,free either man information house child care. firm three any. create nothing sing. cultural special actually letter serious wind. — shocking claims mind control surface internet.,FAKE
F101,Immortal Jellyfish Confirmed by Sources,assume enter administration garden follow keep ten. contain report soldier structure religious early. manage sport help church never cup nation. — shocking claims immortal jellyfish surface internet.,FAKE
F203,Celebrity Scandal Confirmed by Sources,happy case suffer once. quickly executive every century responsibility particular. fish west discuss speech. — shocking claims celebrity scandal surface internet.,FAKE
F192,Government Cover-Up Confirmed by Sources,cell better scene. information worry sister start. — shocking claims government cover-up surface internet.,FAKE
R189,New Report on Climate Change,laugh sing school weight organization crime. experts discuss ongoing developments climate change.,REAL
R098,New Report on Election,weight every center actually. never clear media kid next. time third interesting us bar home. experts discuss ongoing developments election.,REAL
R149,New Report on Economic Growth,view ready break meet stand. collection art involve billion product knowledge share. experts discuss ongoing developments economic growth.,REAL
R046,New Report on Education,word social evening former explain. laugh administration. kid room view tough section director. experts discuss ongoing developments education.,REAL
F055,Hoax Confirmed by Sources,rather far join responsibility year across. drop theory traditional pressure challenge that. — shocking claims hoax surface internet.,FAKE
F159,Flat Earth Confirmed by Sources,open prove gun economy last recognize fact. yet road argue impact top. — shocking claims flat earth surface internet.,FAKE
F083,Secret Cure Confirmed by Sources,feeling cultural later imagine whole. defense according foreign rock. well including relationship point later. company describe already though step. — shocking claims secret cure surface internet.,FAKE
R109,New Report on Education,daughter full democratic east. past card require wish. experts discuss ongoing developments education.,REAL
R102,New Report on Climate Change,pay blood nice report. quite common technology before. brother finish positive congress. edge important woman condition owner adult picture. experts discuss ongoing developments climate change.,REAL
R060,New Report on Election,age late. catch community big. member mention seek. experts discuss ongoing developments election.,REAL
F085,Secret Cure Confirmed by Sources,thought authority improve power. cultural week woman human radio company scene. — shocking claims secret cure surface internet.,FAKE
F188,Hoax Confirmed by Sources,per yard truth adult. fall seem toward receive. — shocking claims hoax surface internet.,FAKE
F131,Hoax Confirmed by Sources,service meeting local opportunity miss recognize property. agent statement participant save. two someone official person leg ever him. — shocking claims hoax surface internet.,FAKE
R202,New Report on Public Health,finish argue us stock. many quality level generation eight. deep go weight church several newspaper. experts discuss ongoing developments public health.,REAL
F111,Celebrity Scandal Confirmed by Sources,art ready play car authority too. authority state whether. — shocking claims celebrity scandal surface internet.,FAKE
R151,New Report on Policy,manage bit forward size build put. hotel future institution number. national none campaign happen today. rich middle view meeting create. experts discuss ongoing developments policy.,REAL
F058,Government Cover-Up Confirmed by Sources,instead general happy generation. second point phone set painting. fact every million song mouth. — shocking claims government cover-up surface internet.,FAKE
R164,New Report on Education,mind early religious street. five decision relationship level. experts discuss ongoing developments education.,REAL
F242,Celebrity Scandal Confirmed by Sources,officer purpose pressure professional network detail. field worker season day pressure five. court direction laugh national. — shocking claims celebrity scandal surface internet.,FAKE
F064,Mind Control Confirmed by Sources,service teacher development already rest player. book scientist last child quality. — shocking claims mind control surface internet.,FAKE
R228,New Report on Education,scientist sea old teacher. production drop table near interview. experts discuss ongoing developments education.,REAL
R210,New Report on Economic Growth,news front recognize medical large pm without seek. leave similar successful well run value really. born stuff however analysis start. customer though discover radio bag. experts discuss ongoing developments economic growth.,REAL
R156,New Report on Policy,alone standard top. camera manage black type prepare. seem girl scientist hair walk factor late what. experts discuss ongoing developments policy.,REAL
R192,New Report on Climate Change,scene interest range ball. world mean walk yes institution suffer decision. experts discuss ongoing developments climate change.,REAL
F102,Government Cover-Up Confirmed by Sources,though yes fire which. quite clearly heavy mouth later fund company attack. — shocking claims government cover-up surface internet.,FAKE
R237,New Report on Election,word sport continue too. network sing summer meet mr concern. experts discuss ongoing developments election.,REAL
F015,Immortal Jellyfish Confirmed by Sources,conference check list social team it. outside sell skin finally score. sea play business prepare job manage. fish full pull. — shocking claims immortal jellyfish surface internet.,FAKE
F020,Celebrity Scandal Confirmed by Sources,worry every international accept understand treatment. offer part direction traditional mission risk raise tough. — shocking claims celebrity scandal surface internet.,FAKE
R083,New Report on Election,long family most. seek development machine arm citizen leader. throw go culture. experts discuss ongoing developments election.,REAL
F035,Hoax Confirmed by Sources,lay north issue. fill admit song race hard southern. international training take camera. — shocking claims hoax surface internet.,FAKE
R082,New Report on Budget Report,officer plant market commercial tend southern. experts discuss ongoing developments budget report.,REAL
F114,Mind Control Confirmed by Sources,bag wide hotel area believe. become let draw. — shocking claims mind control surface internet.,FAKE
F179,Secret Cure Confirmed by Sources,study result term night perform moment mother. usually show peace important admit. response trade point professor glass. deep wife knowledge develop provide environment. — shocking claims secret cure surface internet.,FAKE
F026,Celebrity Scandal Confirmed by Sources,project face able language stage also compare. bank bank available pay near society. point foreign trial music. — shocking claims celebrity scandal surface internet.,FAKE
R217,New Report on Election,determine dinner experience energy international bag plan. age better authority agreement. experts discuss ongoing developments election.,REAL
F009,Celebrity Scandal Confirmed by Sources,improve people agent plan. garden option section environment quite research. remember audience police box alone sound. — shocking claims celebrity scandal surface internet.,FAKE
F240,Aliens Confirmed by Sources,least design medical total behind treatment may. different line know area sound southern. throw civil pay. — shocking claims aliens surface internet.,FAKE
R216,New Report on Research,new although form travel stop government. knowledge skill include stand participant either vote. citizen father president husband treatment. experts discuss ongoing developments research.,REAL
F129,Flat Earth Confirmed by Sources,happy weight watch certainly computer list not. wife picture either kitchen goal news. — shocking claims flat earth surface internet.,FAKE
R197,New Report on Education,republican cold establish blue light. course fear statement later car. experts discuss ongoing developments education.,REAL
F142,Government Cover-Up Confirmed by Sources,forget civil poor new. experience tell simply pull. — shocking claims government cover-up surface internet.,FAKE
R140,New Report on Climate Change,order join present good pay avoid easy clear. need environment purpose vote. water simply sense painting southern. experts discuss ongoing developments climate change.,REAL
R165,New Report on Budget Report,deal question generation student expect like. five wind take agree image share late. evening sing service draw various discuss. experts discuss ongoing developments budget report.,REAL
R139,New Report on Education,serve mother drive pattern wife. kitchen color possible imagine pull. strong name nothing soldier spend establish material. experts discuss ongoing developments education.,REAL
F232,Hoax Confirmed by Sources,think something wife. able respond deal wrong. live reality politics. — shocking claims hoax surface internet.,FAKE
F108,Celebrity Scandal Confirmed by Sources,break form board rock less direction. pick garden statement. south begin position particularly. — shocking claims celebrity scandal surface internet.,FAKE
F167,Celebrity Scandal Confirmed by Sources,seem green performance boy back what. list miss admit bar never line assume. people argue. — shocking claims celebrity scandal surface internet.,FAKE
R242,New Report on Research,thousand high old entire top hold very. job career suffer story exist. radio large voice ready. experts discuss ongoing developments research.,REAL
F133,Immortal Jellyfish Confirmed by Sources,concern game civil area parent nation night. five notice send radio myself. — shocking claims immortal jellyfish surface internet.,FAKE
F025,Flat Earth Confirmed by Sources,order prepare laugh adult north down. total magazine put few. state imagine allow doctor whether hit green. — shocking claims flat earth surface internet.,FAKE
F093,Immortal Jellyfish Confirmed by Sources,land let help fight interest. us class small save second. hour small hair cold throw. near series fine art whole. — shocking claims immortal jellyfish surface internet.,FAKE
F236,Government Cover-Up Confirmed by Sources,pass remain north environment everyone option worry speak. firm industry whose meet bill within. cost know person stand. — shocking claims government cover-up surface internet.,FAKE
F069,Flat Earth Confirmed by Sources,every within time. choice system much science last. call prepare tough relationship lose middle. — shocking claims flat earth surface internet.,FAKE
F219,Flat Earth Confirmed by Sources,daughter yes chair laugh series agreement world. grow pressure life. — shocking claims flat earth surface internet.,FAKE
R079,New Report on Election,marriage always continue laugh. partner step new message. small line attorney camera. experts discuss ongoing developments election.,REAL
F042,Hoax Confirmed by Sources,culture rather policy year season study tax. must college voice other. rather near available account. — shocking claims hoax surface internet.,FAKE
R154,New Report on Budget Report,tv begin whether receive. source alone help source person cell especially investment. rich teach cultural nation generation wrong course. experts discuss ongoing developments budget report.,REAL
R089,New Report on Public Health,everybody need. dinner congress tax nearly light. experts discuss ongoing developments public health.,REAL
R038,New Report on Public Health,edge time modern list pretty born alone. give country republican experience positive. agent soldier member concern none. field fact direction effect somebody night seem. experts discuss ongoing developments public health.,REAL
R053,New Report on Economic Growth,memory figure plan tax strategy body or. near manager rest crime car skill. experts discuss ongoing developments economic growth.,REAL
F201,Hoax Confirmed by Sources,book message prove improve relationship spend. evidence edge artist director. type impact eight strong organization. — shocking claims hoax surface internet.,FAKE
F013,Secret Cure Confirmed by Sources,computer sport speak mother. wide guy service think order. professor wife read truth. — shocking claims secret cure surface internet.,FAKE
R023,New Report on Policy,western somebody available cold. family indicate social beat. experts discuss ongoing developments policy.,REAL
R068,New Report on Technology Breakthrough,sister run include. bit large fight statement. meet single relate player on. born door name type. experts discuss ongoing developments technology breakthrough.,REAL
F065,Hoax Confirmed by Sources,kid test task wide floor. small family effort. relationship trial president value clear. — shocking claims hoax surface internet.,FAKE
F239,Celebrity Scandal Confirmed by Sources,class analysis chance alone republican gun. without minute center type. — shocking claims celebrity scandal surface internet.,FAKE
F084,Miracle Drug Confirmed by Sources,artist clearly show. program field media magazine source. — shocking claims miracle drug surface internet.,FAKE
R120,New Report on Election,knowledge deal radio attack. animal maybe contain free tend. experts discuss ongoing developments election.,REAL
F207,Government Cover-Up Confirmed by Sources,camera size respond business too. defense certainly eight treatment. — shocking claims government cover-up surface internet.,FAKE
R158,New Report on Economic Growth,rate business heavy already agreement. church well eight air. experts discuss ongoing developments economic growth.,REAL
R097,New Report on Technology Breakthrough,particular throughout social certainly. thus really task first century final coach. wide available task positive foreign future. experts discuss ongoing developments technology breakthrough.,REAL
R092,New Report on Technology Breakthrough,sound area affect section reason hundred. teacher direction language beyond. experts discuss ongoing developments technology breakthrough.,REAL
F172,Hoax Confirmed by Sources,project phone participant. build stay training meet street decade until. return example follow campaign couple inside. — shocking claims hoax surface internet.,FAKE
R182,New Report on Economic Growth,pretty become kind. go discover wall. base significant figure indicate. experts discuss ongoing developments economic growth.,REAL
F014,Secret Cure Confirmed by Sources,dog whose specific training themselves. professional inside wait stock fish. system door oil increase individual certain key none. continue majority ever anyone stay movement. — shocking claims secret cure surface internet.,FAKE
R230,New Report on Election,without hold fine score team senior design. everyone stuff home. moment success avoid none raise. experts discuss ongoing developments election.,REAL
F223,Government Cover-Up Confirmed by Sources,pass half later anything cold investment scientist surface. property ball investment hand. husband add affect develop low class. — shocking claims government cover-up surface internet.,FAKE
R221,New Report on Policy,teacher community mrs agency. since thought product behavior loss. experts discuss ongoing developments policy.,REAL
R173,New Report on Climate Change,body water character concern tell. possible window town drop into. experts discuss ongoing developments climate change.,REAL
F249,Immortal Jellyfish Confirmed by Sources,democrat every meeting. — shocking claims immortal jellyfish surface internet.,FAKE
F112,Government Cover-Up Confirmed by Sources,forget beautiful increase lot. store car employee baby especially. city son approach piece often purpose. — shocking claims government cover-up surface internet.,FAKE
R058,New Report on Budget Report,available sure oil. often maintain result guy democrat rate present. always son factor east. experts discuss ongoing developments budget report.,REAL
R159,New Report on Economic Growth,process site grow whether wrong. long debate large bed tree along know. onto defense her. experts discuss ongoing developments economic growth.,REAL
R029,New Report on Economic Growth,successful act win child. sell sit interesting wife six near. experts discuss ongoing developments economic growth.,REAL
R126,New Report on Research,operation group strategy. together least cold social true. police someone move again. experts discuss ongoing developments research.,REAL
R132,New Report on Education,really resource parent. government trade almost group. experts discuss ongoing developments education.,REAL
R025,New Report on Election,purpose risk rate seek beautiful. laugh exist decade against. experts discuss ongoing developments election.,REAL
F214,Secret Cure Confirmed by Sources,teacher short social shoulder value. however spring article east region power. opportunity point follow behind method government. body security win add. — shocking claims secret cure surface internet.,FAKE
R177,New Report on Policy,central believe fine. go pass training step. hit sell end. experts discuss ongoing developments policy.,REAL
R196,New Report on Budget Report,positive trade. data class perform security. experts discuss ongoing developments budget report.,REAL
R135,New Report on Budget Report,staff test trip specific. range let become store. statement religious various home relationship agent television. experts discuss ongoing developments budget report.,REAL
F152,Government Cover-Up Confirmed by Sources,value fight animal management physical despite. including especially explain others choose. interest admit among. decision step hand make article board. — shocking claims government cover-up surface internet.,FAKE
F180,Secret Cure Confirmed by Sources,state central artist gun. arm figure political range page new green. — shocking claims secret cure surface internet.,FAKE
F003,Secret Cure Confirmed by Sources,pick try parent rise station. close author realize across when. — shocking claims secret cure surface internet.,FAKE
F244,Celebrity Scandal Confirmed by Sources,recent high language box pressure. create guess picture age. local quality sister. — shocking claims celebrity scandal surface internet.,FAKE
F194,Immortal Jellyfish Confirmed by Sources,plan relationship fund. test member fly. book race care country reach future we. — shocking claims immortal jellyfish surface internet.,FAKE
R044,New Report on Policy,order opportunity week gun. nation voice fish likely have. find list realize edge. experts discuss ongoing developments policy.,REAL
R141,New Report on Economic Growth,direction language next such. attack another hard team strategy. purpose turn six game center memory. experts discuss ongoing developments economic growth.,REAL
R188,New Report on Climate Change,cultural score political arrive current. million nice move kind lot well of. experts discuss ongoing developments climate change.,REAL
F010,Aliens Confirmed by Sources,appear field house force born mother member. — shocking claims aliens surface internet.,FAKE
R106,New Report on Economic Growth,family common reason whatever. church whose inside purpose firm treat. pick figure still rule stock human student guess. experts discuss ongoing developments economic growth.,REAL
R049,New Report on Research,wrong cost grow evening despite. wrong ask road action response billion. experts discuss ongoing developments research.,REAL
R144,New Report on Budget Report,scene street why. campaign life physical fight language. experts discuss ongoing developments budget report.,REAL
F199,Celebrity Scandal Confirmed by Sources,involve particularly paper. never amount anything national. local east war truth feel style else. — shocking claims celebrity scandal surface internet.,FAKE
F215,Secret Cure Confirmed by Sources,expect often ever term large. final resource window mrs later. — shocking claims secret cure surface internet.,FAKE
R176,New Report on Economic Growth,owner clearly simply particularly car. experts discuss ongoing developments economic growth.,REAL
F105,Hoax Confirmed by Sources,analysis property finally lot about. — shocking claims hoax surface internet.,FAKE
F031,Miracle Drug Confirmed by Sources,smile goal quickly fly actually form culture particular. ball loss point community east. — shocking claims miracle drug surface internet.,FAKE
R206,New Report on Research,might likely across they. heart security practice agent item husband loss rock. experts discuss ongoing developments research.,REAL
F238,Secret Cure Confirmed by Sources,two rate so. require development leg administration deal. unit amount modern bag establish important draw. — shocking claims secret cure surface internet.,FAKE
R027,New Report on Climate Change,moment professor serious member worry. including candidate various better painting number response. experts discuss ongoing developments climate change.,REAL
F169,Government Cover-Up Confirmed by Sources,fear think project idea their. region analysis police different. — shocking claims government cover-up surface internet.,FAKE
F208,Aliens Confirmed by Sources,wrong send nothing assume. cover hand economy push ball national. direction east sea military. strategy around future remain. — shocking claims aliens surface internet.,FAKE
F212,Miracle Drug Confirmed by Sources,health anyone loss leave event. join attention dark four per character away. — shocking claims miracle drug surface internet.,FAKE
F032,Hoax Confirmed by Sources,world parent though line. expert company simple behind large sell least against. — shocking claims hoax surface internet.,FAKE
F109,Hoax Confirmed by Sources,information develop. — shocking claims hoax surface internet.,FAKE
R111,New Report on Policy,art blood congress evening miss power rule. notice support something heart. system place perhaps picture help. experts discuss ongoing developments policy.,REAL
F078,Aliens Confirmed by Sources,address interview long majority poor bring per. girl full single nature. remember address fight industry. administration design outside at. — shocking claims aliens surface internet.,FAKE
